Département,Code du Canton,Libellé du Canton,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimés,Binôme,Nuance,Voix,Duel
78,06,Houilles,41572,27342,14230,353,147,13730,Mme Danielle CHAULAND-LOTTET,BC-RN,1845,
78,12,Plaisir,37751,26163,11588,274,148,11166,M. Bertrand COQUARD,BC-UCD,4486,
78,12,Plaisir,37751,26163,11588,274,148,11166,M. Félicien MARGUERETTAZ,BC-UGE,3690,
78,12,Plaisir,37751,26163,11588,274,148,11166,M. Guy BONHOMME,BC-RN,1691,
78,12,Plaisir,37751,26163,11588,274,148,11166,Mme Sandrina CARNEIRO,BC-DIV,1299,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,M. Marc HERZ,BC-DVD,2650,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,Mme Gwenaële GUILLO,BC-DVG,1503,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,Mme Peggy BARBEROT,BC-RN,1475,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,Mme Fatima CUNY TOURHFIST,BC-ECO,975,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,M. Papa Waly DANFAKHA,BC-DVG,835,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,Mme Claudia DE SOUSA,BC-EXG,211,
78,11,Les Mureaux,32370,24198,8172,243,99,7830,M. Sébastien EL DEBS,BC-DSV,181,
78,10,Montigny-le-Bretonneux,41611,27640,13971,262,136,13573,Mme Laurence BOULARAN,BC-UCD,5112,
78,10,Montigny-le-Bretonneux,41611,27640,13971,262,136,13573,Mme Claire LAVENANT,BC-DVG,4478,
78,10,Montigny-le-Bretonneux,41611,27640,13971,262,136,13573,Mme Pauline BECAMEL,BC-REM,2421,
78,10,Montigny-le-Bretonneux,41611,27640,13971,262,136,13573,M. Gaëtan BRAULT,BC-RN,1562,
78,09,Maurepas,53261,33455,19806,424,199,19183,M. Grégory GARESTIER,BC-UCD,9674,
78,09,Maurepas,53261,33455,19806,424,199,19183,M. Tristan JACQUES,BC-DVG,6833,
78,09,Maurepas,53261,33455,19806,424,199,19183,Mme Marie BOUAULT,BC-RN,2676,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,M. Pierre BEDIER,BC-UCD,4328,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,Mme Mathilde ANDROUËT,BC-RN,2466,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,M. Dylan GUELTON,BC-UGE,1965,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,M. Alain LE CAM,BC-REM,1433,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,M. Jean-Philippe BLOT,BC-UG,610,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,M. Marc JAMMET,BC-DVG,587,
78,08,Mantes-la-Jolie,44230,32058,12172,321,212,11639,Mme Juliette ANDRÉ,BC-EXG,250,
78,07,Limay,37445,26388,11057,336,163,10558,Mme Cécile DUMOULIN,BC-LR,3954,
78,07,Limay,37445,26388,11057,336,163,10558,M. Djamel NEDJAR,BC-UGE,2810,
78,07,Limay,37445,26388,11057,336,163,10558,M. Thomas DU CHALARD,BC-RN,2567,
78,07,Limay,37445,26388,11057,336,163,10558,M. Thomas HALBERSTADT,BC-DIV,955,
78,07,Limay,37445,26388,11057,336,163,10558,M. Alexandre ACHARD,BC-DSV,272,
78,05,Conflans-Sainte-Honorine,42171,29930,12241,259,125,11857,Mme Catherine ARENOU,BC-DVD,4877,
78,05,Conflans-Sainte-Honorine,42171,29930,12241,259,125,11857,Mme Annie MINARIK,BC-ECO,2430,
78,05,Conflans-Sainte-Honorine,42171,29930,12241,259,125,11857,Mme Mouni COUDOUX,BC-UG,1785,
78,05,Conflans-Sainte-Honorine,42171,29930,12241,259,125,11857,M. Thierry COLLIN,BC-RN,1720,
78,05,Conflans-Sainte-Honorine,42171,29930,12241,259,125,11857,Mme Véronique CIVEL,BC-DVC,1045,
78,04,Le Chesnay-Rocquencourt,51572,33011,18561,292,158,18111,M. Richard DELEPIERRE,BC-UCD,7725,
78,04,Le Chesnay-Rocquencourt,51572,33011,18561,292,158,18111,Mme Nicole ALQUIER,BC-DVD,3631,
78,04,Le Chesnay-Rocquencourt,51572,33011,18561,292,158,18111,Mme Catherine GRISET,BC-RN,2764,
78,04,Le Chesnay-Rocquencourt,51572,33011,18561,292,158,18111,M. Mathieu BRUN,BC-ECO,2555,
78,04,Le Chesnay-Rocquencourt,51572,33011,18561,292,158,18111,Mme Olivia AYME,BC-SOC,1436,
78,03,Chatou,55202,34733,20469,264,124,20081,M. Eric DUMOULIN,BC-DVD,12066,
78,03,Chatou,55202,34733,20469,264,124,20081,Mme Marie-Françoise DARRAS,BC-UGE,3587,
78,03,Chatou,55202,34733,20469,264,124,20081,Mme Sophie LELANDAIS,BC-RN,2324,
78,03,Chatou,55202,34733,20469,264,124,20081,M. Jacques CHESNAIS,BC-DVG,2104,
78,01,Aubergenville,50466,32298,18168,519,194,17455,M. Laurent RICHARD,BC-DVD,8900,
78,01,Aubergenville,50466,32298,18168,519,194,17455,Mme Léa Denise DELCROIX-BIDART,BC-ECO,4972,
78,01,Aubergenville,50466,32298,18168,519,194,17455,M. Frédéric FARÉ,BC-RN,3583,
83,23,Vidauban,29063,19027,10036,160,144,9732,Mme Françoise LEGRAIEN,BC-LR,3670,
83,23,Vidauban,29063,19027,10036,160,144,9732,Mme Coline HOUSSAYS,BC-RN,3270,
83,23,Vidauban,29063,19027,10036,160,144,9732,M. Christophe BOTTAI,BC-DIV,1625,
83,23,Vidauban,29063,19027,10036,160,144,9732,Mme Valérie LAURENT,BC-UGE,1167,
83,22,Toulon-4,32708,21593,11115,258,102,10755,M. Yannick CHENEVARD,BC-LR,5023,
83,22,Toulon-4,32708,21593,11115,258,102,10755,M. Nicolas KOUTSEFF,BC-RN,3444,
83,22,Toulon-4,32708,21593,11115,258,102,10755,Mme Magali BRUNEL,BC-UGE,1475,
83,22,Toulon-4,32708,21593,11115,258,102,10755,Mme Viviane DRIQUEZ,BC-REM,813,
83,21,Toulon-3,39032,24893,14139,281,170,13688,M. Thierry ALBERTINI,BC-LR,6273,
83,21,Toulon-3,39032,24893,14139,281,170,13688,Mme Aline BERTRAND,BC-RN,4308,
83,21,Toulon-3,39032,24893,14139,281,170,13688,M. Dimitri BICHE,BC-UG,1588,
83,21,Toulon-3,39032,24893,14139,281,170,13688,Mme Carole LAGARDERE-FRAISSE,BC-UC,1519,
83,20,Toulon-2,26830,18995,7835,170,79,7586,M. Michel BONNUS,BC-LR,3667,
83,20,Toulon-2,26830,18995,7835,170,79,7586,M. Julien CHEVET,BC-RN,2499,
83,20,Toulon-2,26830,18995,7835,170,79,7586,Mme Christine FALLER,BC-UG,698,
83,20,Toulon-2,26830,18995,7835,170,79,7586,M. Jean-Claude PICOT,BC-ECO,450,
83,20,Toulon-2,26830,18995,7835,170,79,7586,M. Jean ACQUARONE,BC-FI,272,
78,02,Bonnières-sur-Seine,43359,28201,15158,527,143,14488,Mme Josette JEAN,BC-DVD,5485,
78,02,Bonnières-sur-Seine,43359,28201,15158,527,143,14488,Mme Monique FÜHRER-MOGUEROU,BC-RN,3710,
78,02,Bonnières-sur-Seine,43359,28201,15158,527,143,14488,M. Didier DUMONT,BC-REM,2902,
78,02,Bonnières-sur-Seine,43359,28201,15158,527,143,14488,M. Pierre KRASUCKI,BC-DVG,2391,
83,17,La Seyne-sur-Mer-2,42865,29436,13429,327,150,12952,Mme Nathalie BICAIS,BC-LR,5441,
83,17,La Seyne-sur-Mer-2,42865,29436,13429,327,150,12952,M. Frédéric BOCCALETTI,BC-RN,5041,
83,17,La Seyne-sur-Mer-2,42865,29436,13429,327,150,12952,M. Olivier ANDRAU,BC-UGE,1420,
83,17,La Seyne-sur-Mer-2,42865,29436,13429,327,150,12952,Mme Florence MEYER,BC-COM,759,
83,17,La Seyne-sur-Mer-2,42865,29436,13429,327,150,12952,Mme Régine CLANET,BC-DIV,291,
83,19,Toulon-1,23934,16880,7054,193,63,6798,Mme Josée MASSI,BC-LR,2857,
83,19,Toulon-1,23934,16880,7054,193,63,6798,M. Amaury NAVARRANNE,BC-RN,2507,
83,19,Toulon-1,23934,16880,7054,193,63,6798,Mme Sabrina COCHIN,BC-UGE,1006,
83,19,Toulon-1,23934,16880,7054,193,63,6798,Mme Amel AMIROUCHE,BC-REM,428,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,Mme Severine AMBROGIO,BC-RN,3537,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,M. Bruno AYCARD,BC-LR,2476,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,Mme Laure LAGIER,BC-ECO,1520,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,Mme Stéphanie BOVERO,BC-UCD,1406,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,M. Alain BOLLA,BC-COM,612,
83,18,Solliès-Pont,32930,22718,10212,251,114,9847,M. Jean-Claude GONI,BC-DIV,296,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,M. Dorian MUNOZ,BC-RN,3015,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,Mme Lydie ONTENIENTE,BC-UCD,2368,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,Mme Céline IVALDI,BC-UG,1018,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,M. Damien GUTTIEREZ,BC-DVD,909,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,Mme Basma BOUCHKARA,BC-UCG,693,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,M. Hakim BOUAKSA,BC-ECO,672,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,M. Samir BEN-MIHOUB,BC-DIV,430,
83,16,La Seyne-sur-Mer-1,36122,26296,9826,246,93,9487,Mme Alexandra GAUTIER,BC-FI,382,
83,15,Sainte-Maxime,43286,29714,13572,439,230,12903,M. Marc Etienne LANSADE,BC-UXD,3963,
83,15,Sainte-Maxime,43286,29714,13572,439,230,12903,Mme Véronique LENOIR,BC-DVD,3766,
83,15,Sainte-Maxime,43286,29714,13572,439,230,12903,M. Alain BENEDETTO,BC-LR,3513,
83,15,Sainte-Maxime,43286,29714,13572,439,230,12903,Mme Thérèse GUILLOT,BC-DVC,1000,
83,15,Sainte-Maxime,43286,29714,13572,439,230,12903,M. Pierre DASPRE,BC-COM,661,
83,14,Saint-Raphaël,41479,26268,15211,224,219,14768,M. Guillaume DECARD,BC-LR,6386,
83,14,Saint-Raphaël,41479,26268,15211,224,219,14768,Mme Carine LEROY,BC-RN,5972,
83,14,Saint-Raphaël,41479,26268,15211,224,219,14768,M. Guillaume OLLIER,BC-ECO,2410,
83,13,Saint-Maximin-la-Sainte-Baume,41229,27563,13666,314,191,13161,M. Michaël GRANIER,BC-RN,4294,
83,13,Saint-Maximin-la-Sainte-Baume,41229,27563,13666,314,191,13161,M. Sebastien BOURLIN,BC-DVD,3101,
83,13,Saint-Maximin-la-Sainte-Baume,41229,27563,13666,314,191,13161,M. Alain DECANIS,BC-DVC,2173,
83,13,Saint-Maximin-la-Sainte-Baume,41229,27563,13666,314,191,13161,Mme Muriel ALIS,BC-ECO,1942,
83,13,Saint-Maximin-la-Sainte-Baume,41229,27563,13666,314,191,13161,M. Hervé CHATARD,BC-DVC,1651,
83,12,Saint-Cyr-sur-Mer,39841,26531,13310,417,170,12723,Mme Valerie FERNANDEZ,BC-RN,4654,
83,12,Saint-Cyr-sur-Mer,39841,26531,13310,417,170,12723,M. Marc LAURIOL,BC-DVD,3939,
83,12,Saint-Cyr-sur-Mer,39841,26531,13310,417,170,12723,Mme Evelyne LARLET-LOIR,BC-REM,1880,
83,12,Saint-Cyr-sur-Mer,39841,26531,13310,417,170,12723,M. Didier CADE,BC-REG,1730,
83,12,Saint-Cyr-sur-Mer,39841,26531,13310,417,170,12723,M. Stephane MICHEL,BC-UCD,520,
83,10,Ollioules,36126,24413,11713,236,120,11357,M. Robert BENEVENTI,BC-LR,6037,
83,10,Ollioules,36126,24413,11713,236,120,11357,M. Jérôme CORBEIL,BC-RN,3561,
83,10,Ollioules,36126,24413,11713,236,120,11357,M. Jean-Pierre MEYER,BC-UGE,1759,
83,09,Le Luc,29311,19252,10059,319,172,9568,Mme Christine AMRANE,BC-DVD,4583,
83,09,Le Luc,29311,19252,10059,319,172,9568,M. Geoffrey DAVID,BC-RN,4010,
83,09,Le Luc,29311,19252,10059,319,172,9568,M. Roger DEPIERRE,BC-COM,975,
83,09,Le Luc,29311,19252,10059,319,172,9568,Mme Patricia BRAVO,BC-DIV,0,
83,11,Roquebrune-sur-Argens,39592,27100,12492,295,158,12039,Mme Irène GEAY,BC-RN,5018,
83,11,Roquebrune-sur-Argens,39592,27100,12492,295,158,12039,Mme Martine ARENAS,BC-DVD,2933,
83,11,Roquebrune-sur-Argens,39592,27100,12492,295,158,12039,Mme Josette MIMOUNI,BC-DVD,1880,
83,11,Roquebrune-sur-Argens,39592,27100,12492,295,158,12039,Mme Claire LE BUZULIER,BC-ECO,1149,
83,11,Roquebrune-sur-Argens,39592,27100,12492,295,158,12039,Mme Sabine CRISTOFANI,BC-DVG,1059,
83,04,Flayosc,27156,17348,9808,328,134,9346,Mme Nathalie PEREZ LEROUX,BC-DVD,4060,
83,04,Flayosc,27156,17348,9808,328,134,9346,Mme Oceane FOLCHER,BC-RN,3647,
83,04,Flayosc,27156,17348,9808,328,134,9346,Mme Marie-Pierre DELAVAUD,BC-DVG,1639,
83,08,Hyères,34484,23299,11185,236,183,10766,M. Jean-Michel EYNARD-TOMATIS,BC-RN,3360,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Véronique BERNARDINI,BC-UD,3066,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Brigitte DEL PERUGIA,BC-ECO,1040,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Geneviève BURKI,BC-REM,976,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Widad FERJANI,BC-UCD,814,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Marie CUVELIER,BC-UG,804,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Michelle BAUME,BC-ECO,347,
83,08,Hyères,34484,23299,11185,236,183,10766,Mme Corinne CORDEIL,BC-DSV,281,
83,08,Hyères,34484,23299,11185,236,183,10766,M. Daniel OLIVON,BC-DIV,78,
83,07,Garéoult,32079,22364,9715,361,164,9190,M. Jacques DANVY,BC-RN,4102,
83,07,Garéoult,32079,22364,9715,361,164,9190,M. Jean-Martin GUISIANO,BC-DVD,2237,
83,07,Garéoult,32079,22364,9715,361,164,9190,Mme Stella RAINGEVAL,BC-UCG,1744,
83,07,Garéoult,32079,22364,9715,361,164,9190,M. Anthony BAROGHEL,BC-FI,892,
83,07,Garéoult,32079,22364,9715,361,164,9190,M. Caroll BOULANGER,BC-DIV,215,
83,06,La Garde,36894,23792,13102,253,161,12688,M. Jean-Louis MASSON,BC-UD,4824,
83,06,La Garde,36894,23792,13102,253,161,12688,Mme Claudette ARENE - LOMBARDO,BC-RN,3564,
83,06,La Garde,36894,23792,13102,253,161,12688,M. Michel DURBANO,BC-SOC,2364,
83,06,La Garde,36894,23792,13102,253,161,12688,Mme Catherine DAGUET,BC-DVC,1273,
83,06,La Garde,36894,23792,13102,253,161,12688,Mme Monique NEGREL,BC-COM,663,
83,05,Fréjus,28796,19633,9163,214,132,8817,M. Christophe CHIOCCA,BC-RN,4810,
83,05,Fréjus,28796,19633,9163,214,132,8817,M. Yoann GNERUCCI,BC-LR,1171,
83,05,Fréjus,28796,19633,9163,214,132,8817,Mme Maryse CROS-FRAYSSINHES,BC-REM,942,
83,05,Fréjus,28796,19633,9163,214,132,8817,M. Jacky GIRAL,BC-ECO,843,
83,05,Fréjus,28796,19633,9163,214,132,8817,Mme Brigitte AULOY,BC-DVD,738,
83,05,Fréjus,28796,19633,9163,214,132,8817,M. Laurent POJAGHI,BC-COM,313,
83,03,Draguignan,29673,18800,10873,341,186,10346,M. Grégory LOEW,BC-DVC,4497,
83,03,Draguignan,29673,18800,10873,341,186,10346,M. Philippe PALLARUELO,BC-RN,3300,
83,03,Draguignan,29673,18800,10873,341,186,10346,M. Jean-Bernard MIGLIOLI,BC-DVD,2549,
83,02,La Crau,42410,26891,15519,1130,431,13958,Mme Patricia ARNOULD,BC-LR,8971,
83,02,La Crau,42410,26891,15519,1130,431,13958,Mme Carole COMMANDEUR,BC-ECO,2094,
83,02,La Crau,42410,26891,15519,1130,431,13958,Mme Stéphanie BOCCARD,BC-REM,1821,
83,02,La Crau,42410,26891,15519,1130,431,13958,Mme Dominique CURGIS,BC-UG,1072,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Philippe CHAUVEAU,BC-UCD,980,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Georges EL KHOURGE,BC-REM,663,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Philippe JEANNE,BC-RN,629,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Christian SEGUIN,BC-UG,444,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Axel URBAIN,BC-UG,410,
79,16,Thouars,13515,9799,3716,120,73,3523,M. Kévin LHOMER,BC-DVD,397,
79,17,Le Val de Thouet,17853,11992,5861,224,107,5530,M. Olivier FOUILLET,BC-UCD,2044,
79,17,Le Val de Thouet,17853,11992,5861,224,107,5530,M. Pascal BIRONNEAU,BC-UG,1719,
79,17,Le Val de Thouet,17853,11992,5861,224,107,5530,Mme Laura CANTIN,BC-RN,1241,
79,17,Le Val de Thouet,17853,11992,5861,224,107,5530,M. Maxence DESVALLON,BC-UGE,526,
83,01,Brignoles,30282,20320,9962,594,264,9104,M. Didier BREMOND,BC-DVD,7640,
83,01,Brignoles,30282,20320,9962,594,264,9104,M. Laurent CARRATALA,BC-UG,1464,
79,15,Saint-Maixent-l'Ecole,18054,12340,5714,182,97,5435,Mme Catherine PELAUD,BC-ECO,1585,
79,15,Saint-Maixent-l'Ecole,18054,12340,5714,182,97,5435,M. Thomas BRAUD,BC-UCD,1118,
79,15,Saint-Maixent-l'Ecole,18054,12340,5714,182,97,5435,M. Stephane SAINTY,BC-RN,1095,
79,15,Saint-Maixent-l'Ecole,18054,12340,5714,182,97,5435,Mme Eva GILIBERT,BC-UGE,915,
79,15,Saint-Maixent-l'Ecole,18054,12340,5714,182,97,5435,M. Patrick CLEMENT,BC-REM,722,
79,14,La Plaine Niortaise,19653,13450,6203,216,150,5837,M. Thierry DEVAUTOUR,BC-UCD,2585,
79,14,La Plaine Niortaise,19653,13450,6203,216,150,5837,Mme Anne FRANÇOIS,BC-UG,1266,
79,14,La Plaine Niortaise,19653,13450,6203,216,150,5837,M. Yohan AUBERT,BC-REM,1038,
79,14,La Plaine Niortaise,19653,13450,6203,216,150,5837,Mme Nadège LE BARON,BC-UGE,948,
79,13,Parthenay,15501,10274,5227,125,118,4984,M. Gilbert FAVREAU,BC-UCD,2254,
79,13,Parthenay,15501,10274,5227,125,118,4984,M. Benoît PIRON,BC-DVG,1101,
79,13,Parthenay,15501,10274,5227,125,118,4984,Mme Jocelyne BÉNARD,BC-UGE,915,
79,13,Parthenay,15501,10274,5227,125,118,4984,M. Michel FIEVET,BC-RN,714,
79,12,Niort-3,12890,8954,3936,95,47,3794,Mme Christine HYPEAU,BC-UCD,1513,
79,12,Niort-3,12890,8954,3936,95,47,3794,M. Geoffroy MICHEL,BC-UGE,1039,
79,12,Niort-3,12890,8954,3936,95,47,3794,M. Jean-Romée CHARBONNEAU,BC-RN,454,
79,12,Niort-3,12890,8954,3936,95,47,3794,Mme Marie-Odile BRAULT,BC-REM,414,
79,12,Niort-3,12890,8954,3936,95,47,3794,M. Pierre FOUGEREAU,BC-DVG,374,
79,11,Niort-2,12745,8800,3945,82,63,3800,Mme Sophie BOUTRIT,BC-DVG,1330,
79,11,Niort-2,12745,8800,3945,82,63,3800,M. Bernard PENICAUD,BC-UG,1024,
79,11,Niort-2,12745,8800,3945,82,63,3800,M. Francis LEBARBIER,BC-UGE,792,
79,11,Niort-2,12745,8800,3945,82,63,3800,Mme Patricia BIZARD,BC-REM,352,
79,11,Niort-2,12745,8800,3945,82,63,3800,Mme Anne-Marie ANDRE,BC-RN,302,
79,10,Niort-1,13111,8857,4254,47,59,4148,M. Romain DUPEYROU,BC-DVC,1822,
79,10,Niort-1,13111,8857,4254,47,59,4148,M. Hermann CADIOU,BC-UGE,1232,
79,10,Niort-1,13111,8857,4254,47,59,4148,M. Abdelghani AMMARI,BC-UG,477,
79,10,Niort-1,13111,8857,4254,47,59,4148,Mme Sandrine BAILLY,BC-UC,338,
79,10,Niort-1,13111,8857,4254,47,59,4148,Mme Christine DEBONNAIRE,BC-RN,279,
79,09,Mignon-et-Boutonne,13809,9028,4781,204,126,4451,M. Philippe MAUFFREY,BC-UCD,1794,
79,09,Mignon-et-Boutonne,13809,9028,4781,204,126,4451,M. Mathias CHEBROU,BC-ECO,767,
79,09,Mignon-et-Boutonne,13809,9028,4781,204,126,4451,Mme Fabricia DEFOIS,BC-UGE,760,
79,09,Mignon-et-Boutonne,13809,9028,4781,204,126,4451,Mme Dany BREMAUD,BC-REM,577,
79,09,Mignon-et-Boutonne,13809,9028,4781,204,126,4451,M. François BONNET,BC-UG,553,
79,08,Melle,14867,9847,5020,162,133,4725,M. Dorick BARILLOT,BC-UG,1145,
79,08,Melle,14867,9847,5020,162,133,4725,M. Guy MOREAU,BC-ECO,1002,
79,08,Melle,14867,9847,5020,162,133,4725,Mme Margaret FAUSSADIER,BC-RN,839,
79,08,Melle,14867,9847,5020,162,133,4725,Mme Celine BARBARI,BC-UCD,815,
79,08,Melle,14867,9847,5020,162,133,4725,M. Jean-Yves GOYER,BC-UGE,555,
79,08,Melle,14867,9847,5020,162,133,4725,M. Vincent CATTEAU,BC-REM,369,
79,07,Mauléon,16434,11357,5077,158,118,4801,M. Philippe BREMOND,BC-UCD,3137,
79,07,Mauléon,16434,11357,5077,158,118,4801,M. Christian LE GUET,BC-UGE,778,
79,07,Mauléon,16434,11357,5077,158,118,4801,M. Pierre APPERCE,BC-RN,691,
79,07,Mauléon,16434,11357,5077,158,118,4801,Mme Marie-Laure ALLARD,BC-DSV,195,
79,06,La Gâtine,17076,10750,6326,229,145,5952,Mme Coralie DENOUES,BC-UCD,3050,
79,06,La Gâtine,17076,10750,6326,229,145,5952,Mme Hélène ARNAUD,BC-UGE,930,
79,06,La Gâtine,17076,10750,6326,229,145,5952,M. Jean-Claude CANTIN,BC-RN,828,
79,06,La Gâtine,17076,10750,6326,229,145,5952,M. Philippe ECALLE,BC-UG,791,
79,06,La Gâtine,17076,10750,6326,229,145,5952,M. Pascal OLIVIER,BC-REM,353,
79,05,Frontenay-Rohan-Rohan,14710,9774,4936,115,74,4747,Mme Anne-Sophie GUICHET,BC-DVC,1412,
79,05,Frontenay-Rohan-Rohan,14710,9774,4936,115,74,4747,M. Rabah LAÏCHOUR,BC-UG,1100,
79,05,Frontenay-Rohan-Rohan,14710,9774,4936,115,74,4747,M. Julien LE GUET,BC-UGE,909,
79,05,Frontenay-Rohan-Rohan,14710,9774,4936,115,74,4747,Mme Christel DE OLIVEIRA,BC-REM,682,
79,05,Frontenay-Rohan-Rohan,14710,9774,4936,115,74,4747,Mme Veronique GIROUX,BC-RN,644,
79,04,Cerizay,18926,13263,5663,281,151,5231,M. Thierry MAROLLEAU,BC-UCD,3099,
79,04,Cerizay,18926,13263,5663,281,151,5231,Mme Florence BAZZOLI,BC-UGE,1226,
79,04,Cerizay,18926,13263,5663,281,151,5231,M. Yves ANDRÉ,BC-RN,906,
79,03,Celles-sur-Belle,17026,11871,5155,338,153,4664,M. Julien CHASSIN,BC-UCD,1590,
79,03,Celles-sur-Belle,17026,11871,5155,338,153,4664,Mme Chantal BRILLAUD,BC-DVG,1424,
79,03,Celles-sur-Belle,17026,11871,5155,338,153,4664,Mme Nicole LAHMITI,BC-UGE,859,
79,03,Celles-sur-Belle,17026,11871,5155,338,153,4664,M. Francois BAUDIN,BC-REM,791,
79,02,Bressuire,16822,11798,5024,147,103,4774,Mme Estelle GERBAUD,BC-UCD,2921,
79,02,Bressuire,16822,11798,5024,147,103,4774,M. Emile BREGEON,BC-UGE,1151,
79,02,Bressuire,16822,11798,5024,147,103,4774,Mme Michele BOYER,BC-RN,702,
79,01,Autize-Egray,16234,10837,5397,217,130,5050,M. René BAURUEL,BC-UCD,2156,
79,01,Autize-Egray,16234,10837,5397,217,130,5050,M. Guillaume DUMOULIN,BC-UGE,999,
79,01,Autize-Egray,16234,10837,5397,217,130,5050,M. Patrick BIRYT,BC-RN,788,
79,01,Autize-Egray,16234,10837,5397,217,130,5050,M. Yves ATTOU,BC-DVG,593,
79,01,Autize-Egray,16234,10837,5397,217,130,5050,M. Jérôme CHOUTEAU,BC-REM,514,
80,23,Rue,20067,11788,8279,354,198,7727,M. Claude HERTAULT,BC-UCD,3939,
80,23,Rue,20067,11788,8279,354,198,7727,M. Philippe MONNIER,BC-EXD,2422,
80,23,Rue,20067,11788,8279,354,198,7727,M. Pascal BOURLO,BC-UGE,1366,
80,22,Roye,18162,11723,6439,313,144,5982,Mme Aurélie DUPONT,BC-RN,1953,
80,22,Roye,18162,11723,6439,313,144,5982,Mme Josiane HÉROUART,BC-UGE,1949,
80,22,Roye,18162,11723,6439,313,144,5982,Mme Isabelle BUFFET,BC-UCD,1643,
80,22,Roye,18162,11723,6439,313,144,5982,Mme Emmanuelle ALARCON-GARCIA,BC-DVG,437,
80,21,Poix-de-Picardie,16086,9176,6910,287,125,6498,Mme Isabelle DE WAZIERS,BC-UCD,3359,
80,21,Poix-de-Picardie,16086,9176,6910,287,125,6498,M. Christian CORNET,BC-RN,1619,
80,21,Poix-de-Picardie,16086,9176,6910,287,125,6498,M. Pascal AUBREE,BC-DVG,853,
80,21,Poix-de-Picardie,16086,9176,6910,287,125,6498,M. Jean-Marie DESACHY,BC-ECO,667,
80,20,Péronne,20862,12766,8096,212,131,7753,Mme Yael MENACHE,BC-RN,2446,
80,20,Péronne,20862,12766,8096,212,131,7753,M. Christophe BOULOGNE,BC-UGE,1760,
80,20,Péronne,20862,12766,8096,212,131,7753,Mme Séverine MORDACQ,BC-UCD,1600,
80,20,Péronne,20862,12766,8096,212,131,7753,Mme Annick ESTIENNE,BC-DVG,1204,
80,20,Péronne,20862,12766,8096,212,131,7753,M. Michael DAVENNE,BC-DIV,743,
80,19,Moreuil,15835,9884,5951,307,156,5488,M. Bertrand DEMOUY,BC-UCD,2320,
80,19,Moreuil,15835,9884,5951,307,156,5488,Mme Laëtitia BARBIER,BC-RN,1675,
80,19,Moreuil,15835,9884,5951,307,156,5488,M. Brice CHANTRELLE,BC-DVG,1493,
80,18,Ham,21515,13340,8175,266,132,7777,M. Frédéric DEMULE,BC-UCD,3914,
80,18,Ham,21515,13340,8175,266,132,7777,Mme Nathalie LEMAIRE,BC-RN,2304,
80,18,Ham,21515,13340,8175,266,132,7777,Mme Justine POLIN,BC-UGE,1559,
80,17,Gamaches,17848,11102,6746,434,250,6062,M. Michael DESPLAINS,BC-RN,1718,
80,17,Gamaches,17848,11102,6746,434,250,6062,M. Arnaud BIHET,BC-UCD,1693,
80,17,Gamaches,17848,11102,6746,434,250,6062,Mme Gwénaëlle BRIET,BC-UGE,1272,
80,17,Gamaches,17848,11102,6746,434,250,6062,Mme Laure BOCLET,BC-DVG,885,
80,17,Gamaches,17848,11102,6746,434,250,6062,Mme Isabelle BRUSADELLI-DORION,BC-FI,494,
